id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 129335402 ,5b1611ed-5abb-11e8-911c-28924ad12c5c,  -19.225000 ,  -53.183000 ,2014-02-15 17:03:00,Brasil,MATO GROSSO DO SUL,PARAÍSO DAS ÁGUAS,Cerrado
 126936405 ,41f6ebeb-5abb-11e8-911c-28924ad12c5c,  -18.488000 ,  -56.465000 ,2014-01-12 17:15:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal
 126936381 ,67796aaf-5abb-11e8-911c-28924ad12c5c,  -19.558000 ,  -56.553000 ,2014-01-12 17:14:00,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal
 126936384 ,67796ab2-5abb-11e8-911c-28924ad12c5c,  -20.027000 ,  -52.058000 ,2014-01-12 17:14:00,Brasil,MATO GROSSO DO SUL,INOCÊNCIA,Cerrado
 126936385 ,67796ab3-5abb-11e8-911c-28924ad12c5c,  -20.971000 ,  -52.368000 ,2014-01-12 17:14:00,Brasil,MATO GROSSO DO SUL,BRASILÂNDIA,Cerrado
 126936402 ,67796ab6-5abb-11e8-911c-28924ad12c5c,  -18.410000 ,  -56.181000 ,2014-01-12 17:15:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal
 126936383 ,67796ab1-5abb-11e8-911c-28924ad12c5c,  -19.198000 ,  -55.644000 ,2014-01-12 17:14:00,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal
 127092522 ,41fc40fb-5abb-11e8-911c-28924ad12c5c,  -18.410000 ,  -56.168000 ,2014-01-14 17:02:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal
 126936442 ,5790b559-5abb-11e8-911c-28924ad12c5c,  -18.404000 ,  -56.175000 ,2014-01-12 17:15:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal
 126561869 ,67737095-5abb-11e8-911c-28924ad12c5c,  -22.827000 ,  -54.197000 ,2014-01-07 16:55:00,Brasil,MATO GROSSO DO SUL,NAVIRAÍ,Mata Atlântica
