id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 14895810 ,54d08e25-5abb-11e8-911c-28924ad12c5c,  -19.891000 ,  -55.512000 ,2004-01-03 16:59:00,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal
 14895807 ,54d08e24-5abb-11e8-911c-28924ad12c5c,  -23.361000 ,  -54.260000 ,2004-01-03 16:58:00,Brasil,MATO GROSSO DO SUL,ITAQUIRAÍ,Mata Atlântica
 14895806 ,54d08e23-5abb-11e8-911c-28924ad12c5c,  -22.916000 ,  -54.464000 ,2004-01-03 16:58:00,Brasil,MATO GROSSO DO SUL,JUTI,Mata Atlântica
 14895801 ,54d08e22-5abb-11e8-911c-28924ad12c5c,  -21.727000 ,  -52.967000 ,2004-01-03 16:58:00,Brasil,MATO GROSSO DO SUL,BATAGUASSU,Cerrado
 14906660 ,54d08ef2-5abb-11e8-911c-28924ad12c5c,  -19.882000 ,  -57.822000 ,2004-01-04 17:42:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal
 14906657 ,54d08ef1-5abb-11e8-911c-28924ad12c5c,  -19.888000 ,  -57.814000 ,2004-01-04 17:42:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal
 14931405 ,54d10d04-5abb-11e8-911c-28924ad12c5c,  -19.648000 ,  -57.853000 ,2004-01-06 17:30:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal
 14931404 ,54d10d03-5abb-11e8-911c-28924ad12c5c,  -18.984000 ,  -57.489000 ,2004-01-06 17:30:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal
 14931403 ,54d10d01-5abb-11e8-911c-28924ad12c5c,  -19.649000 ,  -57.863000 ,2004-01-06 17:30:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal
 14958121 ,54d10ebb-5abb-11e8-911c-28924ad12c5c,  -20.061000 ,  -55.343000 ,2004-01-08 17:17:00,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Cerrado
 14995147 ,54d196b9-5abb-11e8-911c-28924ad12c5c,  -20.958000 ,  -55.763000 ,2004-01-10 17:05:00,Brasil,MATO GROSSO DO SUL,NIOAQUE,Cerrado
 14995146 ,54d196b8-5abb-11e8-911c-28924ad12c5c,  -20.715000 ,  -54.930000 ,2004-01-10 17:05:00,Brasil,MATO GROSSO DO SUL,TERENOS,Cerrado
 14995145 ,54d196b7-5abb-11e8-911c-28924ad12c5c,  -18.070000 ,  -54.860000 ,2004-01-10 17:05:00,Brasil,MATO GROSSO DO SUL,COXIM,Cerrado
 14995144 ,54d196b6-5abb-11e8-911c-28924ad12c5c,  -18.495000 ,  -52.946000 ,2004-01-10 17:05:00,Brasil,MATO GROSSO DO SUL,COSTA RICA,Cerrado
 14995133 ,54d196b5-5abb-11e8-911c-28924ad12c5c,  -19.994000 ,  -51.389000 ,2004-01-10 17:05:00,Brasil,MATO GROSSO DO SUL,APARECIDA DO TABOADO,Cerrado
 14995132 ,54d196b4-5abb-11e8-911c-28924ad12c5c,  -17.540000 ,  -53.746000 ,2004-01-10 17:05:00,Brasil,MATO GROSSO DO SUL,SONORA,Cerrado
 14995131 ,54d196b3-5abb-11e8-911c-28924ad12c5c,  -20.048000 ,  -51.255000 ,2004-01-10 17:05:00,Brasil,MATO GROSSO DO SUL,APARECIDA DO TABOADO,Cerrado
 14995128 ,54d196b2-5abb-11e8-911c-28924ad12c5c,  -20.860000 ,  -52.337000 ,2004-01-10 17:05:00,Brasil,MATO GROSSO DO SUL,TRÊS LAGOAS,Cerrado
 14995127 ,54d196b1-5abb-11e8-911c-28924ad12c5c,  -18.346000 ,  -54.179000 ,2004-01-10 17:05:00,Brasil,MATO GROSSO DO SUL,ALCINÓPOLIS,Cerrado
 14995120 ,54d196aa-5abb-11e8-911c-28924ad12c5c,  -20.901000 ,  -51.722000 ,2004-01-10 17:04:00,Brasil,MATO GROSSO DO SUL,TRÊS LAGOAS,Mata Atlântica
 14995107 ,54d196a5-5abb-11e8-911c-28924ad12c5c,  -21.495000 ,  -54.573000 ,2004-01-10 17:04:00,Brasil,MATO GROSSO DO SUL,NOVA ALVORADA DO SUL,Cerrado
